Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
IND-09097,2024-02-12,2024-02-18,Standard Delivery,CUST-2170,Small Business,India,Vadodara,Gujarat,500438,West,Office Supplies,Paper,Colour Paper Pack,841.98,3,0.2,-42.1
IND-04638,2024-02-12,2024-02-18,Standard Delivery,CUST-3283,Consumer,India,Rewa,Madhya Pradesh,449501,Central,Furniture,Beds,Bunk Bed,13400.76,1,0.3,-536.03
IND-16690,2024-02-12,2024-02-18,Standard Delivery,CUST-1543,Consumer,India,Raipur,Chhattisgarh,115123,Central,Electronics,Televisions,Vu 4K 50,345183.59,10,0.05,81118.14
IND-16459,2024-02-12,2024-02-15,Express Delivery,CUST-4352,Consumer,India,Tirunelveli,Tamil Nadu,673257,South,Clothing,Kids Wear,Boys Shorts Set,3363.03,5,0.15,252.23
IND-09827,2024-02-12,2024-02-20,Economy Delivery,CUST-3253,Government,India,Mandi,Himachal Pradesh,575662,North,Furniture,Tables,Foldable Table,2836.34,1,0.25,-156.0
IND-06185,2024-02-12,2024-02-20,Economy Delivery,CUST-4496,Corporate,India,Tiruchirappalli,Tamil Nadu,783694,South,Clothing,Mens Wear,Levis Jeans,5247.51,2,0.2,1101.98
IND-08680,2024-02-12,2024-02-17,Standard Delivery,CUST-2047,Consumer,India,Mysuru,Karnataka,433836,South,Electronics,Mobile Phones,Redmi Note 13,55415.34,3,0.1,9974.76
IND-13056,2024-02-13,2024-02-21,Economy Delivery,CUST-1035,Consumer,India,Tura,Meghalaya,504870,East,Home & Kitchen,Bedding,Woollen Blanket,11899.25,6,0.0,2379.85
IND-12791,2024-02-13,2024-02-18,Standard Delivery,CUST-3125,Consumer,India,Berhampur,Odisha,352284,East,Home & Kitchen,Appliances,Havells Toaster,1458.25,1,0.2,116.66
IND-03651,2024-02-13,2024-02-21,Economy Delivery,CUST-3646,Government,India,Hyderabad,Telangana,135631,South,Home & Kitchen,Appliances,Bajaj Mixer Grinder,7802.13,3,0.1,1404.38
IND-10158,2024-02-13,2024-02-19,Standard Delivery,CUST-4537,Corporate,India,Margao,Goa,319286,West,Electronics,Accessories,boAt Rockerz 550,3229.78,2,0.05,532.91
IND-11616,2024-02-14,2024-02-19,Standard Delivery,CUST-4537,Small Business,India,Durg,Chhattisgarh,119916,Central,Clothing,Kids Wear,Boys Shorts Set,647.82,1,0.1,71.26
IND-09323,2024-02-14,2024-02-16,Express Delivery,CUST-1250,Small Business,India,Durgapur,West Bengal,160990,East,Office Supplies,Printers,Epson EcoTank,33687.08,2,0.1,7748.03
IND-07113,2024-02-14,2024-02-20,Standard Delivery,CUST-2655,Small Business,India,Jamnagar,Gujarat,553558,West,Office Supplies,Binders,Ring Binder A4,1367.87,3,0.0,205.18
IND-05237,2024-02-14,2024-02-20,Standard Delivery,CUST-4147,Corporate,India,Vasco da Gama,Goa,658679,West,Clothing,Kids Wear,Kids Denim Set,2436.09,3,0.4,-146.17
IND-13731,2024-02-14,2024-02-20,Standard Delivery,CUST-2640,Consumer,India,Sambalpur,Odisha,250089,East,Home & Kitchen,Cookware,Tawa Dosa,685.66,1,0.2,13.71
IND-11163,2024-02-14,2024-02-19,Standard Delivery,CUST-4321,Consumer,India,Gandhinagar,Gujarat,509408,West,Furniture,Storage,Kitchen Cabinet,13752.31,1,0.3,-962.66
IND-10902,2024-02-14,2024-02-16,Express Delivery,CUST-1879,Corporate,India,Panipat,Haryana,196235,North,Clothing,Mens Wear,Peter England Trousers,12097.39,6,0.05,3084.83
IND-05620,2024-02-14,2024-02-15,Same Day Delivery,CUST-4641,Consumer,India,Guwahati,Assam,268016,East,Electronics,Mobile Phones,Redmi Note 13,33441.19,2,0.1,6019.41
IND-09969,2024-02-14,2024-02-16,Express Delivery,CUST-3320,Corporate,India,Shillong,Meghalaya,721580,East,Furniture,Sofas,3 Seater Fabric Sofa,63010.31,2,0.0,11341.86
IND-15594,2024-02-14,2024-02-22,Economy Delivery,CUST-1056,Consumer,India,Janakpuri,Delhi,667378,North,Office Supplies,Printers,Epson EcoTank,39138.6,2,0.0,11741.58
IND-14599,2024-02-14,2024-02-17,Express Delivery,CUST-2707,Government,India,Dwarka,Delhi,254581,North,Office Supplies,Labels,Barcode Labels,458.33,2,0.05,38.96
IND-06984,2024-02-14,2024-02-19,Standard Delivery,CUST-2707,Government,India,Allahabad,Uttar Pradesh,604057,North,Office Supplies,Paper,Sticky Notes Pack,701.0,3,0.05,45.57
IND-10982,2024-02-14,2024-02-16,Express Delivery,CUST-1974,Consumer,India,Mahe,Puducherry,621331,South,Furniture,Beds,Queen Size Bed,28292.69,2,0.4,-2829.27
IND-15426,2024-02-14,2024-02-22,Economy Delivery,CUST-1881,Corporate,India,Anantnag,Jammu & Kashmir,150079,North,Home & Kitchen,Cookware,Non-Stick Pan Set,2528.65,2,0.25,63.22
IND-11334,2024-02-15,2024-02-18,Express Delivery,CUST-2825,Consumer,India,Asansol,West Bengal,182045,East,Furniture,Sofas,Loveseat Sofa,23484.77,1,0.05,3170.44
IND-16565,2024-02-15,2024-02-21,Standard Delivery,CUST-2148,Government,India,Noida,Uttar Pradesh,147252,North,Clothing,Mens Wear,Nike T-Shirt,1509.62,2,0.4,0.0
IND-02417,2024-02-15,2024-02-21,Standard Delivery,CUST-2889,Small Business,India,Manali,Himachal Pradesh,565051,North,Furniture,Chairs,Ergonomic Chair,41880.6,4,0.0,9213.73
IND-04902,2024-02-15,2024-02-21,Standard Delivery,CUST-1982,Small Business,India,Baramulla,Jammu & Kashmir,485083,North,Home & Kitchen,Bedding,Cotton Bedsheet Set,4004.85,3,0.0,720.87
IND-04960,2024-02-15,2024-02-20,Standard Delivery,CUST-4963,Consumer,India,Navi Mumbai,Maharashtra,781255,West,Clothing,Footwear,Nike Running Shoes,6303.65,1,0.1,1954.13
IND-10308,2024-02-15,2024-02-20,Standard Delivery,CUST-1136,Consumer,India,Janakpuri,Delhi,778345,North,Clothing,Footwear,Woodland Boots,14533.24,3,0.05,4141.97
IND-14895,2024-02-15,2024-02-21,Standard Delivery,CUST-2860,Small Business,India,Mahe,Puducherry,162763,South,Home & Kitchen,Bedding,Quilt Razai,2386.62,1,0.1,357.99
IND-06536,2024-02-16,2024-02-23,Economy Delivery,CUST-3563,Government,India,Palakkad,Kerala,150659,South,Home & Kitchen,Decor,Artificial Plant,2415.83,3,0.05,398.61
IND-13156,2024-02-16,2024-02-18,Same Day Delivery,CUST-4683,Corporate,India,Saket,Delhi,403884,North,Furniture,Sofas,L-Shape Sofa,252966.45,5,0.0,50593.29
IND-12691,2024-02-16,2024-02-24,Economy Delivery,CUST-2855,Corporate,India,Saket,Delhi,262496,North,Electronics,Accessories,boAt Rockerz 550,4608.08,3,0.15,437.77
IND-06156,2024-02-17,2024-02-23,Standard Delivery,CUST-3810,Small Business,India,Anantnag,Jammu & Kashmir,587357,North,Home & Kitchen,Bedding,Pillow Set,830.61,1,0.0,132.9
IND-14524,2024-02-17,2024-02-18,Same Day Delivery,CUST-4358,Consumer,India,Dwarka,Delhi,700992,North,Clothing,Kids Wear,Baby Frock,1644.66,2,0.15,139.8
IND-08498,2024-02-17,2024-02-19,Express Delivery,CUST-4939,Corporate,India,Karnal,Haryana,360253,North,Office Supplies,Binders,File Folder Pack,436.39,2,0.1,21.82
IND-07305,2024-02-17,2024-02-20,Express Delivery,CUST-3746,Small Business,India,Nainital,Uttarakhand,153654,North,Electronics,Accessories,boAt Rockerz 550,1380.61,1,0.2,82.84
IND-07005,2024-02-17,2024-02-25,Economy Delivery,CUST-2198,Corporate,India,Jamshedpur,Jharkhand,432856,East,Furniture,Sofas,Loveseat Sofa,101918.72,5,0.05,13759.03
IND-09766,2024-02-17,2024-02-19,Express Delivery,CUST-2654,Small Business,India,Coimbatore,Tamil Nadu,228997,South,Electronics,Accessories,MI Power Bank 20K,1218.02,1,0.15,91.35
IND-01417,2024-02-17,2024-02-23,Standard Delivery,CUST-3511,Consumer,India,Khammam,Telangana,167196,South,Electronics,Laptops,Lenovo IdeaPad,81164.98,2,0.25,10145.62
IND-15119,2024-02-18,2024-02-21,Express Delivery,CUST-2412,Corporate,India,Manali,Himachal Pradesh,561465,North,Electronics,Laptops,HP Pavilion,50303.89,1,0.1,13079.01
IND-14396,2024-02-18,2024-02-20,Same Day Delivery,CUST-2911,Corporate,India,Jamshedpur,Jharkhand,515826,East,Home & Kitchen,Cookware,Non-Stick Pan Set,3086.9,2,0.1,401.3
IND-06426,2024-02-18,2024-02-21,Express Delivery,CUST-2348,Consumer,India,Bokaro,Jharkhand,303161,East,Furniture,Storage,Kitchen Cabinet,35786.07,2,0.0,5010.05
IND-08525,2024-02-18,2024-02-23,Standard Delivery,CUST-2688,Corporate,India,Jorhat,Assam,697525,East,Clothing,Kids Wear,Baby Frock,1947.52,2,0.05,301.87
IND-14189,2024-02-18,2024-02-24,Standard Delivery,CUST-2553,Corporate,India,Chennai,Tamil Nadu,309534,South,Furniture,Tables,Dining Table 6 Seater,67711.37,3,0.2,2708.45
IND-12957,2024-02-18,2024-02-23,Standard Delivery,CUST-1498,Consumer,India,Srinagar,Jammu & Kashmir,536154,North,Furniture,Chairs,Wooden Study Chair,5929.95,1,0.0,1185.99
IND-16623,2024-02-18,2024-02-25,Economy Delivery,CUST-3730,Corporate,India,Dhanbad,Jharkhand,329439,East,Clothing,Kids Wear,Baby Frock,871.1,1,0.05,135.02
IND-10298,2024-02-18,2024-02-19,Same Day Delivery,CUST-1452,Small Business,India,Khammam,Telangana,380000,South,Office Supplies,Binders,Document Wallet,537.04,2,0.1,21.48
IND-12663,2024-02-18,2024-02-24,Standard Delivery,CUST-4094,Government,India,Guntur,Andhra Pradesh,408654,South,Home & Kitchen,Decor,Wall Clock Ajanta,2906.93,4,0.05,421.5
IND-10337,2024-02-19,2024-02-24,Standard Delivery,CUST-3152,Consumer,India,Lucknow,Uttar Pradesh,661694,North,Home & Kitchen,Cookware,Tawa Dosa,3414.13,4,0.0,546.26
IND-14395,2024-02-19,2024-02-22,Express Delivery,CUST-3735,Government,India,Mapusa,Goa,762174,West,Electronics,Mobile Phones,Samsung Galaxy A55,64763.63,3,0.2,9066.91
IND-10877,2024-02-19,2024-02-27,Economy Delivery,CUST-1886,Consumer,India,Jaipur,Rajasthan,312823,North,Furniture,Tables,Foldable Table,3205.88,1,0.1,160.29
IND-06765,2024-02-19,2024-02-25,Standard Delivery,CUST-4155,Government,India,Agartala,Tripura,412952,East,Home & Kitchen,Bedding,Cotton Bedsheet Set,5222.33,4,0.0,940.02
IND-12623,2024-02-19,2024-02-27,Economy Delivery,CUST-1324,Government,India,Guwahati,Assam,753268,East,Clothing,Mens Wear,Peter England Trousers,5004.61,3,0.25,575.53
IND-16435,2024-02-19,2024-02-21,Same Day Delivery,CUST-4892,Consumer,India,Pune,Maharashtra,510885,West,Home & Kitchen,Cookware,Prestige Pressure Cooker,9777.47,5,0.1,1466.62
IND-11446,2024-02-19,2024-02-21,Same Day Delivery,CUST-3235,Consumer,India,Erode,Tamil Nadu,735391,South,Electronics,Televisions,Sony Bravia 50,54472.53,1,0.15,12801.04
IND-02795,2024-02-19,2024-02-25,Standard Delivery,CUST-3698,Consumer,India,Tura,Meghalaya,492201,East,Furniture,Beds,Queen Size Bed,34018.05,2,0.25,170.09
IND-16181,2024-02-20,2024-02-26,Standard Delivery,CUST-4889,Consumer,India,Salem,Tamil Nadu,412237,South,Furniture,Tables,Dining Table 6 Seater,61154.82,2,0.0,11007.87
IND-05443,2024-02-20,2024-02-25,Standard Delivery,CUST-3248,Small Business,India,Warangal,Telangana,275886,South,Electronics,Accessories,MI Power Bank 20K,5859.87,6,0.3,-175.8
IND-03526,2024-02-20,2024-02-25,Standard Delivery,CUST-1422,Small Business,India,Jorhat,Assam,451053,East,Home & Kitchen,Cookware,Prestige Pressure Cooker,2015.23,1,0.05,372.82
IND-14910,2024-02-20,2024-02-25,Standard Delivery,CUST-2233,Consumer,India,Karol Bagh,Delhi,405239,North,Home & Kitchen,Bedding,Quilt Razai,2485.46,1,0.05,459.81
IND-01347,2024-02-20,2024-02-25,Standard Delivery,CUST-2829,Small Business,India,Bokaro,Jharkhand,279654,East,Office Supplies,Binders,Lever Arch File,1403.6,3,0.1,98.25
IND-09107,2024-02-21,2024-02-29,Economy Delivery,CUST-1823,Corporate,India,Korba,Chhattisgarh,709285,Central,Furniture,Beds,King Size Bed,31476.9,1,0.0,6295.38
IND-09351,2024-02-21,2024-02-26,Standard Delivery,CUST-3352,Corporate,India,Tirunelveli,Tamil Nadu,474860,South,Clothing,Mens Wear,Levis Jeans,15956.56,6,0.1,4467.84
IND-15210,2024-02-21,2024-02-23,Express Delivery,CUST-2928,Small Business,India,Anantnag,Jammu & Kashmir,131321,North,Furniture,Chairs,Plastic Chair Set,6899.22,3,0.1,551.94
IND-02281,2024-02-21,2024-02-28,Economy Delivery,CUST-3629,Small Business,India,Saket,Delhi,573459,North,Home & Kitchen,Cookware,Stainless Steel Set,5254.33,2,0.1,630.52
IND-14820,2024-02-21,2024-02-27,Standard Delivery,CUST-3796,Corporate,India,Tirupati,Andhra Pradesh,655058,South,Clothing,Footwear,Puma Sneakers,4914.68,1,0.05,1548.12
IND-02688,2024-02-21,2024-02-28,Economy Delivery,CUST-1060,Consumer,India,Ludhiana,Punjab,287960,North,Furniture,Sofas,3 Seater Fabric Sofa,77616.08,3,0.15,5821.21
IND-11782,2024-02-21,2024-02-26,Standard Delivery,CUST-1984,Corporate,India,Nizamabad,Telangana,669533,South,Furniture,Storage,5-Door Wardrobe,36745.07,2,0.2,367.45
IND-16695,2024-02-22,2024-02-27,Standard Delivery,CUST-4594,Consumer,India,Puducherry,Puducherry,618906,South,Electronics,Televisions,Sony Bravia 50,121634.93,2,0.15,28584.21
IND-03662,2024-02-22,2024-02-28,Standard Delivery,CUST-3766,Small Business,India,Gaya,Bihar,177446,East,Furniture,Chairs,Plastic Chair Set,4972.59,2,0.05,571.85
IND-04742,2024-02-22,2024-02-27,Standard Delivery,CUST-1187,Government,India,Bhubaneswar,Odisha,319714,East,Office Supplies,Printers,Epson EcoTank,16475.91,1,0.1,3789.46
IND-14255,2024-02-23,2024-03-01,Economy Delivery,CUST-3600,Consumer,India,New Delhi,Delhi,397617,North,Office Supplies,Stationery,Pen Set Cello,283.31,3,0.3,-31.16
IND-01928,2024-02-23,2024-02-25,Express Delivery,CUST-2300,Consumer,India,Visakhapatnam,Andhra Pradesh,729864,South,Office Supplies,Printers,HP LaserJet,27246.04,2,0.1,5721.67
IND-11664,2024-02-23,2024-02-28,Standard Delivery,CUST-3658,Corporate,India,Patiala,Punjab,384653,North,Electronics,Accessories,USB-C Hub,1752.68,2,0.05,201.56
IND-02206,2024-02-23,2024-02-28,Standard Delivery,CUST-1531,Consumer,India,Vasco da Gama,Goa,380735,West,Furniture,Beds,King Size Bed,27225.68,1,0.1,3539.34
IND-16023,2024-02-23,2024-02-25,Express Delivery,CUST-3007,Small Business,India,Silchar,Assam,636061,East,Furniture,Storage,Kitchen Cabinet,49375.87,3,0.1,3456.31
IND-01151,2024-02-23,2024-02-26,Express Delivery,CUST-3498,Corporate,India,Palakkad,Kerala,617699,South,Clothing,Footwear,Puma Sneakers,30011.85,6,0.1,8403.32
IND-10084,2024-02-23,2024-02-29,Standard Delivery,CUST-2783,Consumer,India,Ghaziabad,Uttar Pradesh,611135,North,Electronics,Mobile Phones,Samsung Galaxy A55,64690.88,3,0.2,9056.72
IND-15929,2024-02-23,2024-02-25,Express Delivery,CUST-2356,Small Business,India,Jamshedpur,Jharkhand,707222,East,Office Supplies,Binders,Document Wallet,273.37,1,0.1,10.93
IND-03479,2024-02-23,2024-02-25,Express Delivery,CUST-2057,Government,India,Mandi,Himachal Pradesh,356819,North,Clothing,Womens Wear,Anarkali Suit,11563.11,4,0.2,1387.57
IND-06295,2024-02-23,2024-02-26,Express Delivery,CUST-3383,Consumer,India,Bathinda,Punjab,791289,North,Furniture,Beds,Single Bed Storage,16780.68,2,0.4,-2013.68
IND-04511,2024-02-24,2024-03-01,Standard Delivery,CUST-1524,Government,India,Allahabad,Uttar Pradesh,408810,North,Office Supplies,Printers,HP LaserJet,114341.83,10,0.25,12005.89
IND-09293,2024-02-24,2024-03-01,Standard Delivery,CUST-2342,Small Business,India,Pune,Maharashtra,760051,West,Home & Kitchen,Appliances,Havells Toaster,1762.86,1,0.0,387.83
IND-05281,2024-02-24,2024-03-01,Standard Delivery,CUST-3935,Small Business,India,Malda,West Bengal,240378,East,Furniture,Sofas,3 Seater Fabric Sofa,27210.76,1,0.05,3945.56
IND-13887,2024-02-24,2024-02-29,Standard Delivery,CUST-4812,Corporate,India,Gandhinagar,Gujarat,262871,West,Clothing,Mens Wear,Woodland Jacket,4659.59,1,0.05,1327.98
IND-01313,2024-02-24,2024-02-29,Standard Delivery,CUST-1053,Government,India,Warangal,Telangana,373550,South,Home & Kitchen,Decor,Wall Clock Ajanta,3610.26,5,0.1,397.13
IND-16260,2024-02-24,2024-02-29,Standard Delivery,CUST-2288,Corporate,India,Nizamabad,Telangana,174345,South,Office Supplies,Labels,Address Labels Roll,878.05,6,0.25,-65.85
IND-12592,2024-02-24,2024-03-03,Economy Delivery,CUST-1218,Consumer,India,Korba,Chhattisgarh,732232,Central,Electronics,Televisions,Vu 4K 50,35830.23,1,0.05,8420.1
IND-01277,2024-02-24,2024-03-01,Standard Delivery,CUST-2069,Consumer,India,Dharmanagar,Tripura,797991,East,Home & Kitchen,Decor,Artificial Plant,2268.66,3,0.1,294.93
IND-12433,2024-02-25,2024-03-01,Standard Delivery,CUST-3194,Consumer,India,Dibrugarh,Assam,560490,East,Furniture,Tables,Office Desk,37298.1,3,0.1,4848.75
IND-13394,2024-02-25,2024-03-02,Standard Delivery,CUST-1493,Corporate,India,Berhampur,Odisha,691194,East,Office Supplies,Labels,Address Labels Roll,407.77,2,0.0,40.78
IND-10971,2024-02-25,2024-03-03,Economy Delivery,CUST-1689,Consumer,India,Ranchi,Jharkhand,141790,East,Electronics,Televisions,Samsung 43 4K,184313.73,4,0.0,55294.12
IND-15307,2024-02-25,2024-03-03,Economy Delivery,CUST-3691,Small Business,India,Margao,Goa,322561,West,Furniture,Storage,Filing Cabinet,7174.79,1,0.2,358.74
IND-09230,2024-02-25,2024-03-01,Standard Delivery,CUST-1781,Corporate,India,Dhanbad,Jharkhand,490817,East,Home & Kitchen,Cookware,Stainless Steel Set,8901.86,3,0.0,1691.35
IND-15971,2024-02-25,2024-03-04,Economy Delivery,CUST-2970,Small Business,India,Rohini,Delhi,280103,North,Home & Kitchen,Cookware,Stainless Steel Set,1822.72,1,0.4,-164.04
IND-14740,2024-02-25,2024-03-02,Standard Delivery,CUST-1845,Government,India,Ambala,Haryana,695522,North,Electronics,Laptops,Asus VivoBook,104713.58,2,0.05,28796.23
IND-15768,2024-02-26,2024-03-04,Economy Delivery,CUST-1532,Consumer,India,Tezpur,Assam,239925,East,Furniture,Chairs,Recliner Chair,21551.23,1,0.1,4525.76
IND-09644,2024-02-26,2024-02-28,Express Delivery,CUST-1298,Corporate,India,Ghaziabad,Uttar Pradesh,300189,North,Office Supplies,Printers,Brother MFC,44454.96,2,0.1,11113.74
IND-12326,2024-02-26,2024-02-27,Same Day Delivery,CUST-2554,Corporate,India,Puducherry,Puducherry,423571,South,Electronics,Televisions,Vu 4K 50,76573.18,2,0.0,20674.76
IND-09201,2024-02-26,2024-02-28,Express Delivery,CUST-3850,Corporate,India,Durg,Chhattisgarh,669709,Central,Office Supplies,Printers,Canon Inkjet,7755.83,1,0.2,853.14
IND-07163,2024-02-27,2024-03-06,Economy Delivery,CUST-1007,Government,India,Jaipur,Rajasthan,735953,North,Clothing,Mens Wear,Peter England Trousers,10986.46,5,0.0,3186.07
IND-07637,2024-02-27,2024-03-05,Economy Delivery,CUST-2008,Government,India,Bhubaneswar,Odisha,407109,East,Clothing,Footwear,Chappals Hawai,380.0,1,0.0,57.0
IND-08571,2024-02-27,2024-03-04,Standard Delivery,CUST-3850,Corporate,India,Nagpur,Maharashtra,678335,West,Home & Kitchen,Cookware,Kadai Iron,4677.54,4,0.1,514.53
IND-13841,2024-02-27,2024-02-29,Express Delivery,CUST-3789,Corporate,India,Pune,Maharashtra,755016,West,Electronics,Televisions,MI TV 43,27031.93,1,0.2,2973.51
IND-15002,2024-02-28,2024-03-05,Standard Delivery,CUST-1888,Government,India,Jamnagar,Gujarat,779396,West,Electronics,Televisions,Samsung 43 4K,34660.53,1,0.3,3119.45
IND-09672,2024-02-28,2024-03-04,Standard Delivery,CUST-3628,Consumer,India,Puducherry,Puducherry,248922,South,Furniture,Sofas,Loveseat Sofa,18576.75,1,0.15,1207.49
IND-10082,2024-02-28,2024-03-01,Same Day Delivery,CUST-4922,Corporate,India,Mapusa,Goa,505063,West,Home & Kitchen,Cookware,Non-Stick Pan Set,3824.73,3,0.15,363.35
IND-04893,2024-02-29,2024-03-03,Express Delivery,CUST-1183,Consumer,India,Jodhpur,Rajasthan,177135,North,Electronics,Laptops,Lenovo IdeaPad,44897.23,1,0.15,8754.96
IND-06009,2024-02-29,2024-03-05,Standard Delivery,CUST-3420,Consumer,India,Anantnag,Jammu & Kashmir,747012,North,Office Supplies,Labels,Name Badge Labels,146.55,1,0.0,13.19
IND-14964,2024-02-29,2024-03-03,Express Delivery,CUST-3468,Corporate,India,Gaya,Bihar,216395,East,Electronics,Accessories,boAt Rockerz 550,1169.9,1,0.3,-11.7
IND-10932,2024-02-29,2024-03-05,Standard Delivery,CUST-2438,Corporate,India,Bokaro,Jharkhand,526293,East,Clothing,Kids Wear,Kids School Uniform,1309.03,2,0.2,78.54
IND-03388,2024-02-29,2024-03-07,Economy Delivery,CUST-2956,Corporate,India,Erode,Tamil Nadu,124962,South,Clothing,Mens Wear,Raymond Formal Shirt,1549.62,1,0.1,356.41
IND-16530,2024-03-01,2024-03-07,Standard Delivery,CUST-1286,Consumer,India,Thiruvananthapuram,Kerala,797340,South,Electronics,Accessories,MI Power Bank 20K,1648.52,1,0.0,296.73
IND-05390,2024-03-01,2024-03-07,Standard Delivery,CUST-3757,Corporate,India,Thane,Maharashtra,761011,West,Home & Kitchen,Bedding,Quilt Razai,2962.21,1,0.05,548.01
IND-11177,2024-03-01,2024-03-04,Express Delivery,CUST-4148,Corporate,India,Thrissur,Kerala,252536,South,Clothing,Kids Wear,Kids School Uniform,896.48,1,0.05,147.92
IND-13643,2024-03-01,2024-03-03,Express Delivery,CUST-1882,Corporate,India,Secunderabad,Telangana,549316,South,Furniture,Storage,Filing Cabinet,24261.85,3,0.2,1213.09
IND-13466,2024-03-01,2024-03-07,Standard Delivery,CUST-3819,Corporate,India,Dharmanagar,Tripura,601188,East,Electronics,Mobile Phones,Redmi Note 13,18299.5,1,0.15,2653.43
IND-13514,2024-03-01,2024-03-06,Standard Delivery,CUST-2603,Government,India,Mahe,Puducherry,637762,South,Furniture,Chairs,Plastic Chair Set,5150.54,2,0.1,412.04
IND-09206,2024-03-01,2024-03-07,Standard Delivery,CUST-3583,Consumer,India,Gandhinagar,Gujarat,150103,West,Furniture,Chairs,Gaming Chair,44754.09,3,0.15,6489.34
IND-07375,2024-03-01,2024-03-06,Standard Delivery,CUST-2681,Corporate,India,Mangaluru,Karnataka,380690,South,Home & Kitchen,Bedding,Woollen Blanket,1756.69,1,0.2,105.4
IND-11534,2024-03-01,2024-03-06,Standard Delivery,CUST-3842,Corporate,India,Kollam,Kerala,152001,South,Furniture,Storage,Shoe Rack,3710.7,1,0.0,593.71
IND-02750,2024-03-02,2024-03-03,Same Day Delivery,CUST-4148,Consumer,India,Manali,Himachal Pradesh,630314,North,Office Supplies,Paper,A4 Ream 500 Sheets,2158.82,4,0.05,97.15
IND-03837,2024-03-02,2024-03-04,Express Delivery,CUST-3783,Small Business,India,Panaji,Goa,760275,West,Electronics,Mobile Phones,iPhone 15,249686.16,3,0.3,52434.09
IND-12902,2024-03-02,2024-03-05,Express Delivery,CUST-2134,Small Business,India,Margao,Goa,786410,West,Clothing,Kids Wear,Baby Frock,2065.57,2,0.1,247.87
IND-04929,2024-03-02,2024-03-03,Same Day Delivery,CUST-3533,Consumer,India,Hazaribagh,Jharkhand,796196,East,Electronics,Mobile Phones,Redmi Note 13,69269.09,3,0.05,14892.85
IND-05542,2024-03-02,2024-03-05,Express Delivery,CUST-2630,Consumer,India,Ranchi,Jharkhand,359729,East,Home & Kitchen,Cookware,Kadai Iron,738.21,1,0.5,-125.5
IND-14406,2024-03-02,2024-03-08,Standard Delivery,CUST-1418,Consumer,India,Jowai,Meghalaya,113499,East,Furniture,Storage,Shoe Rack,10948.66,3,0.0,1751.79
IND-13278,2024-03-02,2024-03-03,Same Day Delivery,CUST-3467,Government,India,Kochi,Kerala,338264,South,Furniture,Sofas,L-Shape Sofa,92846.42,2,0.1,12070.03
IND-03897,2024-03-02,2024-03-08,Standard Delivery,CUST-4563,Consumer,India,Secunderabad,Telangana,599371,South,Electronics,Mobile Phones,OnePlus Nord 3,33447.96,1,0.0,10703.35
IND-02721,2024-03-03,2024-03-10,Economy Delivery,CUST-3538,Government,India,Nainital,Uttarakhand,144156,North,Electronics,Laptops,HP Pavilion,158749.35,3,0.25,24606.15
IND-09284,2024-03-03,2024-03-09,Standard Delivery,CUST-1441,Consumer,India,Dharmanagar,Tripura,429730,East,Clothing,Womens Wear,Saree Banarasi Silk,10874.84,2,0.3,434.99
IND-12246,2024-03-03,2024-03-06,Express Delivery,CUST-4550,Consumer,India,Secunderabad,Telangana,578560,South,Office Supplies,Binders,Lever Arch File,5730.61,10,0.1,401.14
IND-02521,2024-03-03,2024-03-06,Express Delivery,CUST-1912,Consumer,India,Mahe,Puducherry,446693,South,Furniture,Storage,Kitchen Cabinet,16063.03,1,0.25,-562.21
IND-11162,2024-03-03,2024-03-09,Standard Delivery,CUST-4727,Corporate,India,Warangal,Telangana,519472,South,Clothing,Kids Wear,Kids School Uniform,819.23,1,0.2,49.15
IND-10343,2024-03-03,2024-03-08,Standard Delivery,CUST-2319,Consumer,India,Durgapur,West Bengal,487011,East,Home & Kitchen,Bedding,Woollen Blanket,4365.87,4,0.5,-654.88
IND-16414,2024-03-03,2024-03-08,Standard Delivery,CUST-3142,Corporate,India,Faridabad,Haryana,771394,North,Electronics,Televisions,Sony Bravia 50,296429.17,4,0.0,100785.92
IND-09019,2024-03-03,2024-03-09,Standard Delivery,CUST-1559,Corporate,India,Pitampura,Delhi,440126,North,Furniture,Storage,Kitchen Cabinet,77643.69,4,0.15,2717.53
IND-05027,2024-03-04,2024-03-05,Same Day Delivery,CUST-1970,Corporate,India,Panaji,Goa,704037,West,Office Supplies,Printers,Brother MFC,27529.31,1,0.0,8809.38
IND-01512,2024-03-04,2024-03-10,Standard Delivery,CUST-2888,Consumer,India,Karaikal,Puducherry,252079,South,Clothing,Mens Wear,Nike T-Shirt,2765.5,2,0.1,580.76
IND-09793,2024-03-04,2024-03-09,Standard Delivery,CUST-4310,Corporate,India,Lajpat Nagar,Delhi,794244,North,Office Supplies,Labels,Name Badge Labels,673.34,5,0.2,-33.67
IND-04904,2024-03-04,2024-03-09,Standard Delivery,CUST-1288,Government,India,Rajkot,Gujarat,607952,West,Furniture,Sofas,3 Seater Fabric Sofa,105240.63,3,0.05,15259.89
IND-14598,2024-03-04,2024-03-07,Express Delivery,CUST-1076,Consumer,India,Vasco da Gama,Goa,468807,West,Office Supplies,Printers,Canon Inkjet,52427.37,6,0.2,5767.01
